,customer_id,age,income,days_since_last_purchase,total_purchases,avg_purchase_value,website_visits,email_open_rate,customer_satisfaction,region,marketing_channel
159,160,56.0,53926.048595264525,23.87923822109669,4,120.37672723097428,10.0,70.54,3.0,Leste,Email
160,161,44.0,47687.588092014856,10.17485011709658,5,166.35361874389227,6.0,84.5,4.0,Oeste,Direct
161,162,26.0,76539.82020114332,10.992088935883856,8,120.89693329534938,8.0,80.41,5.0,Sul,Email
162,163,32.0,42842.320318534825,13.060345490373514,5,169.9522070323263,13.0,63.01,4.0,Norte,Referral
163,164,32.0,108924.58926317275,29.129730154147836,6,83.99614061313491,16.0,68.15,4.0,Norte,Referral
164,165,43.0,86457.79612250521,12.19621904348502,3,138.06236989682827,9.0,80.87,5.0,Centro,Search
165,166,59.0,78628.38385810763,39.58140311978306,4,214.27911171808398,10.0,65.61,4.0,Sul,Direct
166,167,30.0,106915.28298617942,15.551996363214876,5,147.1469354284422,8.0,90.33,4.0,Centro,Referral
167,168,,25688.606741468575,2.1240451924076638,6,157.07978933699414,12.0,86.91,3.0,Centro,Referral
168,169,49.0,36184.75870513335,45.94096945750001,7,173.76293023586558,10.0,92.07,4.0,Oeste,Social Media
169,170,56.0,88149.59801686437,10.096016788551415,5,208.53308146588301,14.0,86.65,4.0,Norte,Social Media
170,171,66.0,49018.42841324116,17.009547379828287,2,67.23876439052835,8.0,84.88,4.0,Sul,Email
171,172,69.0,51995.518516091004,34.69778361095477,6,179.22620259187173,14.0,82.76,5.0,Oeste,Search
172,173,,33596.646726064646,12.124506260714934,4,136.59304303791183,12.0,52.99,5.0,Oeste,Social Media
173,174,21.0,42900.731945536005,1.7474911147169427,2,158.33189476559193,9.0,97.51,5.0,Oeste,Search
174,175,47.0,109993.51902620858,14.04836378556442,4,202.99750848811883,12.0,40.84,4.0,Leste,Referral
175,176,,87233.01458505567,86.71338747504097,2,90.29066742940779,,,4.0,Leste,Email
176,177,40.0,76161.82090483812,30.794419820133363,3,99.36777792784552,,82.41,3.0,Oeste,Search
177,178,56.0,,33.39464906085124,4,53.22850201430968,10.0,83.49,3.0,Leste,Social Media
178,179,,74028.4689296648,30.013180702084156,7,122.54205291181118,20.0,70.49,5.0,Sul,Referral
179,180,32.0,114235.24385522082,6.656535537863178,5,216.52161721894083,,63.58,4.0,Norte,Direct
180,181,60.0,49597.3486769314,16.255759365326767,5,143.97064057632653,9.0,59.71,5.0,Sul,Referral
181,182,,68872.35328525264,41.70181914296022,7,82.99375521726071,15.0,81.71,,Norte,Social Media
182,183,53.0,144487.1893232582,3.206613661630909,9,125.71606277124765,,91.18,4.0,Leste,Social Media
183,184,,95529.52109485291,9.76578748929885,7,75.60691482546885,14.0,71.79,4.0,Sul,Direct
184,185,49.0,53310.07471436745,9.70214223924306,6,93.74069491344191,13.0,65.31,4.0,Centro,Referral
185,186,24.0,92144.01348855293,16.970015521379427,6,169.44094551318565,9.0,87.6,5.0,Oeste,Search
186,187,68.0,30451.27561214764,117.91896399838967,9,91.30633368469856,13.0,,5.0,Norte,Search
187,188,39.0,67615.67685610778,2.0966657548836896,2,205.6317152601651,11.0,71.54,,Norte,Referral
188,189,45.0,92099.73476700735,21.937997061178418,3,146.4439854584832,6.0,87.11,,Centro,Search
189,190,19.0,83056.70407102317,5.930293820265339,9,154.27973519722627,9.0,92.94,,Centro,Referral
190,191,59.0,,105.88102755677322,3,136.0813516196053,14.0,,4.0,Oeste,Referral
191,192,62.0,100648.43926316759,3.6075757546662754,8,188.64239192718617,13.0,85.52,4.0,Leste,Social Media
192,193,74.0,85958.26536465572,15.505361303392162,5,189.15799438885054,8.0,56.39,5.0,Sul,Email
193,194,70.0,84864.4730386633,40.16915647103124,4,166.75271759560857,5.0,73.98,4.0,Sul,Social Media
194,195,23.0,76947.82497220837,36.57811946109468,9,178.2394552953824,13.0,61.71,4.0,Sul,Search
195,196,45.0,40488.265946849024,16.48328469059729,2,139.3955165039787,5.0,97.54,5.0,Leste,Email
196,197,45.0,109972.10634848593,12.763491867954613,5,177.11015034545244,11.0,72.83,4.0,Oeste,Referral
197,198,61.0,68726.07365785175,15.205624543023777,10,133.10611122630965,9.0,87.78,4.0,Sul,Search
198,199,61.0,94486.76226996207,9.20701764810118,5,150.1115811081201,13.0,92.84,,Norte,Direct
199,200,37.0,105018.18808337332,6.894961286140124,4,136.26781253168514,10.0,75.26,4.0,Norte,Search
200,201,47.0,54574.40885114609,19.793675756051403,7,127.13907303404021,8.0,51.06,4.0,Norte,Email
201,202,28.0,56843.55280962179,9.381126178618054,3,115.54441011391049,10.0,84.1,4.0,Centro,Email
202,203,72.0,60452.014991544966,10.167646939011414,6,173.3845051929443,7.0,81.34,5.0,Centro,Referral
203,204,45.0,,32.07941698149553,3,215.53029564067316,9.0,53.77,5.0,Leste,Direct
204,205,42.0,44828.89269105155,103.76860707918947,3,208.55509858347796,9.0,,5.0,Sul,Referral
205,206,56.0,128135.29705783316,27.76275980828002,4,87.17173320272823,8.0,92.01,4.0,Centro,Direct
206,207,50.0,76564.22447596407,2.4031139657983527,1,214.46015257034367,,68.43,5.0,Norte,Direct
207,208,18.0,79014.89467890267,2.3577802346565324,2,134.09207491910357,8.0,29.63,4.0,Centro,Referral
208,209,74.0,102965.62021123378,90.73828972297291,4,180.03665075727957,15.0,,3.0,Norte,Search
209,210,44.0,72700.30253998075,10.584363441550783,5,104.68923339763944,10.0,61.87,3.0,Sul,Social Media
210,211,74.0,110512.82397449006,2.897540289624203,8,157.09899569370026,4.0,31.14,,Leste,Direct
211,212,69.0,54540.27740426125,27.417151432764722,7,165.68615914484536,5.0,49.11,3.0,Oeste,Email
212,213,30.0,126319.28778916375,29.316974139017518,7,75.76976040401736,13.0,59.88,4.0,Oeste,Referral
213,214,58.0,56533.691704710014,31.366778424693955,2,180.41335831720946,8.0,67.04,5.0,Norte,Search
214,215,20.0,128446.19643047196,9.334745900086979,6,217.29675039191577,8.0,77.84,3.0,Centro,Direct
215,216,56.0,57248.09695992746,0.4567804165467334,8,141.2676027159186,11.0,85.17,5.0,Centro,Search
216,217,,,100.58539323623889,6,218.00840654140063,10.0,,3.0,Norte,Referral
217,218,25.0,42243.23355967543,8.666205285577975,4,140.51532532737963,9.0,72.91,3.0,Sul,Email
218,219,44.0,47951.67783048366,33.812787073384825,4,192.47922655233086,8.0,55.47,4.0,Norte,Direct
219,220,26.0,68882.08566941114,36.78960673350228,4,39.07150170244502,8.0,83.61,4.0,Sul,Direct
220,221,54.0,77867.01165435617,28.24882674575459,1,270.9388889656732,9.0,58.15,,Leste,Search
221,222,50.0,106985.40941724429,11.258585954522676,6,224.77291226214786,4.0,73.49,3.0,Leste,Referral
222,223,68.0,,9.486407730976978,8,135.76872478731605,9.0,90.73,4.0,Norte,Social Media
223,224,59.0,39558.22294850559,27.31435089661077,7,51.395548667809095,11.0,94.46,3.0,Leste,Direct
224,225,61.0,83137.05982207104,60.318882524819706,7,164.40141841527446,13.0,,5.0,Centro,Email
225,226,41.0,75533.38571074216,87.9735588282769,6,77.80372264631215,11.0,,4.0,Sul,Direct
226,227,32.0,87200.49838870011,3.358324354722814,6,172.2426768778744,12.0,66.84,3.0,Oeste,Direct
227,228,71.0,51301.71959647564,5.04647540589291,4,170.5782859582141,,96.09,5.0,Oeste,Social Media
228,229,49.0,54165.017447179365,86.86914779096757,3,102.92984154989875,8.0,,3.0,Leste,Social Media
229,230,49.0,51311.01444109306,40.01506841426168,6,206.0483511807189,,89.76,5.0,Sul,Referral
230,231,41.0,116029.64321277263,64.36585699033341,3,190.27873514030867,6.0,,5.0,Centro,Direct
231,232,58.0,126855.9030013309,6.793193116499762,10,198.79116686442816,10.0,89.7,5.0,Oeste,Direct
232,233,69.0,53086.64917147342,26.57181801794127,5,150.44288518344476,17.0,62.21,4.0,Centro,Search
233,234,66.0,53587.3717093268,36.233360567132436,6,79.22379665431467,4.0,82.38,4.0,Centro,Search
234,235,66.0,,34.19351959047533,6,198.89361361055688,8.0,81.63,3.0,Oeste,Email
235,236,69.0,133071.8219067924,15.735147345118301,4,136.48143004321045,8.0,73.42,4.0,Oeste,Email
236,237,29.0,145808.518214301,0.4654387039324492,6,80.51099284036654,7.0,79.08,4.0,Leste,Search
237,238,,51961.74940508096,26.234752532720137,5,217.60196829871632,15.0,71.9,4.0,Sul,Email
238,239,19.0,,8.754780971355435,3,254.97037602512546,6.0,69.73,5.0,Norte,Direct
239,240,20.0,79677.70017611723,17.94898120043101,2,147.93759355103984,5.0,56.54,,Sul,Social Media
240,241,66.0,81406.56690587438,94.8047777850163,3,257.9560577301646,6.0,,5.0,Norte,Direct
241,242,54.0,64421.381308262484,15.276573329091365,2,154.56573643056748,9.0,70.5,5.0,Oeste,Search
242,243,,47187.77203321059,54.940268205433256,8,130.97720479168245,14.0,67.04,4.0,Centro,Referral
243,244,73.0,68932.04102597713,6.267627935138896,7,118.47707729072613,12.0,78.55,4.0,Sul,Referral
244,245,34.0,145738.7764000777,33.484398433889176,4,231.8541203996371,7.0,69.91,4.0,Centro,Search
245,246,66.0,54531.41979132483,113.17690427056993,3,110.99280593061141,7.0,,5.0,Sul,Direct
246,247,19.0,77504.84593348122,3.2239852926188286,3,186.76346549874938,6.0,57.27,,Sul,Email
247,248,19.0,187958.49459674206,0.2506423837573457,6,122.04180824703958,10.0,67.88,4.0,Centro,Email
248,249,,,17.052730704752065,5,126.98466187128184,11.0,84.7,4.0,Leste,Referral
249,250,71.0,94502.22951302891,2.9159998721582996,1,201.51248469847835,7.0,66.14,5.0,Oeste,Search
250,251,40.0,148511.43570728955,41.39557658687283,8,130.9981576855323,6.0,89.28,5.0,Leste,Search
251,252,54.0,90936.76348436829,73.79424698688948,9,129.76023102898534,12.0,,4.0,Leste,Social Media
252,253,49.0,112422.70605600488,17.07594767163713,4,206.64023485874037,8.0,81.59,,Sul,Referral
253,254,50.0,100094.66320466292,8.980967474859577,7,229.86986466108115,9.0,81.13,4.0,Oeste,Search
254,255,18.0,87757.76205688901,17.096220976000364,3,182.23449016421165,11.0,84.06,,Sul,Social Media
255,256,36.0,125017.9318163738,38.56067255868178,7,117.26151121880254,12.0,91.9,5.0,Norte,Email
256,257,19.0,,0.2728619882168583,5,124.46957503512103,8.0,33.16,5.0,Sul,Referral
257,258,70.0,64723.197228348035,26.70801816868434,6,153.99576318700187,13.0,80.56,5.0,Centro,Referral
258,259,61.0,,28.502537335564373,8,166.0465030962829,7.0,85.0,4.0,Sul,Search
259,260,43.0,,30.457507240595035,2,100.6067044930114,10.0,93.65,4.0,Norte,Search
260,261,49.0,58012.292493404544,8.313030690792049,4,186.1518969789932,12.0,38.59,,Sul,Direct
261,262,23.0,76376.70653956024,37.5584349789701,9,154.27566648197995,9.0,58.85,3.0,Norte,Email
262,263,49.0,71515.52365424961,2.87522866817508,4,64.21458406809353,,75.5,,Oeste,Email
263,264,,,6.6669566276819525,4,103.55367587696348,12.0,45.07,5.0,Sul,Social Media
264,265,21.0,,62.981992853415626,3,124.79356631741682,11.0,,3.0,Norte,Social Media
265,266,72.0,78395.90472218468,40.265241259359875,4,146.35711555794725,9.0,57.11,5.0,Oeste,Direct
266,267,28.0,134566.5930726914,0.4152269657677945,4,244.4639397751998,7.0,59.05,4.0,Centro,Email
