customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,num_support_tickets,customer_satisfaction,payment_method,churn
68,13.0,71.64515706157079,931.3870418004202,One Year,No,No,1.0,2.0,Electronic Check,0
69,55.0,73.23463809441206,4027.9050951926633,Month-to-Month,DSL,No,2.0,,Electronic Check,0
70,28.0,38.4364064304045,1076.219380051326,Two Year,No,No,2.0,,Credit Card,0
71,39.0,34.925272806929016,,Two Year,Fiber,No,,5.0,Electronic Check,0
72,18.0,54.05769652966895,973.0385375340411,Month-to-Month,Fiber,Yes,2.0,4.0,Bank Transfer,0
73,62.0,61.83705883453191,3833.8976477409783,Two Year,No,Yes,1.0,4.0,Electronic Check,0
74,66.0,72.601518375257,4791.700212766962,One Year,DSL,No,1.0,,Mailed Check,0
75,,74.14892436185441,3559.1483693690116,Two Year,DSL,No,1.0,4.0,Bank Transfer,1
76,17.0,110.0476912754232,1870.8107516821945,One Year,Fiber,Yes,1.0,,Bank Transfer,0
77,6.0,,,One Year,Fiber,Yes,3.0,4.0,Electronic Check,0
78,47.0,96.61056721027269,4540.696658882816,Month-to-Month,DSL,No,2.0,,Bank Transfer,1
79,16.0,69.01676663387711,1104.2682661420338,One Year,Fiber,Yes,2.0,4.0,Electronic Check,1
80,60.0,106.22259029064402,6373.355417438641,Month-to-Month,DSL,No,3.0,,Mailed Check,0
81,,23.240063031319977,952.8425842841191,Two Year,DSL,No,1.0,2.0,Credit Card,1
82,26.0,55.03170583303927,1430.824351659021,Two Year,DSL,No,3.0,3.0,Bank Transfer,0
83,,94.57583490648102,4350.488405698127,Month-to-Month,Fiber,Yes,2.0,4.0,Electronic Check,0
84,50.0,65.7100998685821,3285.504993429105,Two Year,No,Yes,0.0,4.0,Electronic Check,0
85,1.0,93.28824033469914,93.28824033469914,Month-to-Month,Fiber,No,4.0,3.0,Bank Transfer,0
86,,79.62665256943177,2866.559492499544,Month-to-Month,DSL,,1.0,3.0,Bank Transfer,0
87,30.0,93.64692459282585,2809.4077377847757,Two Year,DSL,No,3.0,,Credit Card,1
88,2.0,85.32669320072108,170.65338640144216,One Year,Fiber,No,1.0,3.0,Mailed Check,0
89,,86.84122334534376,5992.044410828719,Month-to-Month,DSL,Yes,,3.0,Bank Transfer,0
90,31.0,107.31138467878876,,Month-to-Month,Fiber,No,2.0,3.0,Electronic Check,0
91,8.0,,,Two Year,DSL,No,3.0,3.0,Electronic Check,0
92,61.0,94.84516767841023,5785.555228383024,One Year,Fiber,No,3.0,4.0,Credit Card,0
93,66.0,70.51046896963942,4653.690951996202,Two Year,No,No,3.0,3.0,Bank Transfer,1
94,,55.453744754578196,3770.8546433113174,Month-to-Month,DSL,Yes,2.0,5.0,Electronic Check,0
95,45.0,53.51099779319259,2407.9949006936663,Month-to-Month,Fiber,No,4.0,4.0,Mailed Check,0
96,52.0,88.77361492974201,4616.227976346585,Month-to-Month,Fiber,No,0.0,4.0,Electronic Check,1
97,8.0,,,Month-to-Month,DSL,No,3.0,4.0,Electronic Check,0
98,71.0,37.32054529239286,2649.7587157598928,Month-to-Month,DSL,No,,4.0,Mailed Check,0
99,14.0,45.918657853030254,642.8612099424236,One Year,Fiber,Yes,0.0,5.0,Bank Transfer,0
100,29.0,63.80946553265957,1850.4745004471276,One Year,No,Yes,1.0,4.0,Mailed Check,1
101,64.0,,,Two Year,DSL,Yes,3.0,5.0,Credit Card,0
102,37.0,101.4680325647333,3754.3172048951324,Two Year,No,Yes,1.0,3.0,Mailed Check,0
103,41.0,,,One Year,No,No,4.0,5.0,Mailed Check,0
104,64.0,119.61455996146415,7655.331837533706,Month-to-Month,DSL,No,2.0,4.0,Bank Transfer,1
105,59.0,96.55536172306955,5696.766341661104,One Year,No,Yes,3.0,3.0,Credit Card,1
106,9.0,95.7594832788007,861.8353495092063,Two Year,No,Yes,2.0,,Electronic Check,0
107,7.0,126.26690077577169,883.8683054304018,Two Year,DSL,No,,4.0,Credit Card,0
108,66.0,55.726047828564255,3677.919156685241,Two Year,DSL,No,1.0,5.0,Credit Card,1
109,71.0,32.41354001876514,2301.361341332325,Month-to-Month,DSL,No,4.0,5.0,Mailed Check,0
110,,64.19106508768151,2631.8336685949416,One Year,No,Yes,0.0,4.0,Electronic Check,1
111,26.0,49.37519865382099,,Month-to-Month,Fiber,Yes,4.0,1.0,Credit Card,0
112,8.0,63.57886597438882,508.63092779511055,Month-to-Month,Fiber,No,1.0,4.0,Mailed Check,0
113,14.0,43.74452524354774,612.4233534096684,Two Year,DSL,,0.0,4.0,Bank Transfer,1
114,45.0,84.19700168634992,3788.8650758857466,One Year,Fiber,No,6.0,5.0,Credit Card,0
115,2.0,82.82457123996811,165.64914247993622,Month-to-Month,No,Yes,,,Electronic Check,0
116,42.0,69.32693523579319,2911.731279903314,One Year,No,No,1.0,3.0,Credit Card,0
117,57.0,,,Month-to-Month,Fiber,Yes,1.0,3.0,Electronic Check,1
118,64.0,66.44873182177042,,Month-to-Month,No,No,2.0,4.0,Electronic Check,0
119,4.0,88.80084170668204,355.20336682672814,Two Year,No,Yes,,4.0,Electronic Check,0
120,18.0,,,One Year,DSL,No,4.0,4.0,Credit Card,0
121,,63.36385937760567,4435.470156432397,One Year,Fiber,No,4.0,3.0,Electronic Check,1
122,51.0,93.23961174856777,4755.220199176956,Month-to-Month,DSL,No,3.0,,Mailed Check,0
123,3.0,101.52053173066903,304.5615951920071,Month-to-Month,Fiber,No,1.0,,Mailed Check,0
124,19.0,103.43634564103031,1965.2905671795759,Month-to-Month,No,No,1.0,1.0,Credit Card,0
125,47.0,45.24313276701295,2126.427240049609,Month-to-Month,Fiber,No,,4.0,Credit Card,0
126,46.0,56.63881979895756,,Month-to-Month,No,No,5.0,5.0,Mailed Check,1
127,58.0,27.462597631307702,1592.8306626158467,Month-to-Month,DSL,No,3.0,1.0,Mailed Check,0
128,,64.03587454490984,2305.2914836167542,One Year,No,No,,4.0,Electronic Check,1
129,19.0,80.40309536194064,1527.6588118768723,Month-to-Month,No,,4.0,3.0,Electronic Check,0
130,47.0,,,Month-to-Month,DSL,Yes,0.0,4.0,Electronic Check,0
131,55.0,118.27127167620755,6504.919942191415,Two Year,Fiber,,2.0,4.0,Mailed Check,1
132,63.0,,,Month-to-Month,No,,1.0,3.0,Mailed Check,1
133,68.0,,,One Year,DSL,Yes,,5.0,Electronic Check,1
134,,,,One Year,Fiber,Yes,2.0,5.0,Credit Card,0
135,27.0,73.74834571245401,1991.2053342362583,Month-to-Month,DSL,No,3.0,4.0,Bank Transfer,0
136,11.0,83.74106489500963,921.1517138451059,One Year,Fiber,No,,5.0,Bank Transfer,1
137,4.0,77.59469826965474,310.37879307861897,Month-to-Month,Fiber,Yes,1.0,,Mailed Check,0
138,46.0,76.09414401327184,3500.330624610505,Month-to-Month,DSL,No,4.0,,Credit Card,0
139,59.0,20.0,999.6091475121774,Two Year,DSL,No,2.0,5.0,Credit Card,1
140,60.0,51.84714931206635,3110.828958723981,Month-to-Month,DSL,Yes,4.0,4.0,Mailed Check,1
141,24.0,55.24187705117839,1325.8050492282814,Month-to-Month,DSL,No,2.0,3.0,Credit Card,0
142,26.0,61.30089155162684,,Two Year,Fiber,Yes,2.0,4.0,Bank Transfer,0
143,,58.79020903847647,1646.1258530773412,One Year,DSL,No,,3.0,Mailed Check,1
144,58.0,80.32046904219227,4658.587204447152,One Year,DSL,No,2.0,3.0,Electronic Check,1
145,4.0,85.02206271730049,340.08825086920194,One Year,No,No,3.0,4.0,Credit Card,0
146,60.0,41.70897683122119,2502.5386098732715,Month-to-Month,DSL,Yes,2.0,4.0,Credit Card,1
147,49.0,,,One Year,DSL,Yes,4.0,4.0,Mailed Check,1
148,57.0,84.64420346667677,4824.719597600576,Two Year,Fiber,No,5.0,3.0,Credit Card,0
149,5.0,81.64425165095541,408.22125825477707,One Year,No,Yes,4.0,4.0,Credit Card,0
150,70.0,34.552637799258264,,Two Year,Fiber,,2.0,5.0,Credit Card,0
151,57.0,81.01455750722498,,Two Year,DSL,No,0.0,3.0,Bank Transfer,0
152,61.0,,,Two Year,DSL,No,,3.0,Credit Card,1
153,10.0,94.0220018803461,940.220018803461,Month-to-Month,DSL,Yes,1.0,3.0,Mailed Check,0
154,67.0,114.60891988253258,,Month-to-Month,No,Yes,,3.0,Credit Card,0
155,34.0,109.70169713985655,3729.857702755123,One Year,DSL,Yes,1.0,5.0,Mailed Check,0
156,70.0,,,Month-to-Month,DSL,No,1.0,4.0,Electronic Check,0
157,10.0,69.95313270685574,699.5313270685574,Month-to-Month,Fiber,No,,4.0,Credit Card,1
158,29.0,85.79870710023332,2488.162505906766,Month-to-Month,Fiber,No,2.0,1.0,Electronic Check,0
159,67.0,42.12400116451399,2822.3080780224373,Two Year,DSL,No,0.0,,Bank Transfer,1
160,11.0,,,Month-to-Month,DSL,No,1.0,3.0,Mailed Check,0
161,4.0,,,Month-to-Month,DSL,No,1.0,3.0,Mailed Check,0
162,49.0,100.51422284286319,4925.196919300296,Month-to-Month,Fiber,,,,Mailed Check,1
163,4.0,61.7217925429382,246.8871701717528,Two Year,DSL,No,1.0,4.0,Mailed Check,0
164,24.0,107.56452264523588,2581.548543485661,Two Year,DSL,Yes,2.0,4.0,Bank Transfer,0
165,56.0,20.0,16.64196368099647,Two Year,Fiber,No,2.0,3.0,Mailed Check,0
166,35.0,30.319839330309236,1061.1943765608232,Month-to-Month,No,No,4.0,4.0,Credit Card,0
167,38.0,66.90778167860752,2542.495703787086,Month-to-Month,No,,0.0,4.0,Electronic Check,0
168,50.0,92.20486353352189,4610.243176676095,Month-to-Month,DSL,No,2.0,3.0,Mailed Check,1
169,26.0,68.25942253199769,1774.7449858319399,Two Year,DSL,No,3.0,3.0,Credit Card,0
170,18.0,67.60868138766752,,Month-to-Month,Fiber,No,4.0,4.0,Electronic Check,0
171,59.0,66.9564626185727,3950.431294495789,Month-to-Month,Fiber,No,1.0,,Mailed Check,0
172,67.0,25.927556639973133,1737.1462948782,One Year,No,Yes,2.0,,Mailed Check,0
173,46.0,98.95172186099632,4551.779205605831,Month-to-Month,DSL,Yes,3.0,3.0,Electronic Check,0
174,11.0,,,One Year,No,,3.0,,Credit Card,0
175,9.0,97.23831643036132,875.1448478732519,One Year,DSL,No,1.0,,Bank Transfer,0
176,26.0,68.23691455094125,,Month-to-Month,Fiber,Yes,1.0,4.0,Mailed Check,1
177,68.0,96.70400968322704,6575.872658459439,Month-to-Month,No,No,4.0,4.0,Electronic Check,0
178,66.0,,,One Year,DSL,No,,,Bank Transfer,0
179,8.0,67.33313773604394,538.6651018883515,One Year,Fiber,No,1.0,5.0,Credit Card,0
180,71.0,75.65654117671757,5371.614423546947,Two Year,Fiber,No,2.0,5.0,Credit Card,0
181,,33.1755597722106,1327.0223908884238,Month-to-Month,DSL,No,3.0,5.0,Mailed Check,1
182,39.0,70.15073317927587,2735.8785939917593,One Year,No,Yes,,3.0,Mailed Check,0
183,6.0,112.90100805280328,677.4060483168197,Month-to-Month,DSL,Yes,,5.0,Bank Transfer,0
184,10.0,102.70483909971787,1027.0483909971788,Month-to-Month,DSL,No,2.0,4.0,Credit Card,0
185,41.0,45.374410432548196,1860.350827734476,Month-to-Month,DSL,No,3.0,1.0,Credit Card,0
186,,82.64214628344808,5702.308093557918,Month-to-Month,DSL,Yes,2.0,1.0,Mailed Check,0
187,22.0,,,Two Year,DSL,No,2.0,5.0,Credit Card,1
188,51.0,90.4297070029352,4611.915057149696,Two Year,Fiber,No,3.0,4.0,Credit Card,0
189,37.0,72.35382213805529,2677.091419108046,One Year,DSL,No,0.0,4.0,Mailed Check,0
190,45.0,64.16240017174749,,Month-to-Month,Fiber,No,,,Mailed Check,0
191,62.0,103.2657694090162,6402.477703359004,Month-to-Month,DSL,No,0.0,4.0,Electronic Check,1
192,15.0,,,Two Year,Fiber,,0.0,4.0,Credit Card,0
193,24.0,101.38660804865785,2433.278593167788,Month-to-Month,Fiber,No,0.0,5.0,Credit Card,0
194,63.0,94.35965508361235,5944.658270267578,One Year,DSL,Yes,2.0,3.0,Credit Card,0
195,29.0,61.8878189620273,1794.746749898792,Month-to-Month,DSL,No,4.0,3.0,Bank Transfer,0
196,25.0,65.824993141071,1645.6248285267752,One Year,Fiber,No,3.0,4.0,Bank Transfer,0
197,16.0,118.24581084997556,1891.9329735996089,One Year,Fiber,Yes,2.0,5.0,Electronic Check,1
198,50.0,74.7870581359978,3739.3529067998898,Month-to-Month,Fiber,No,0.0,3.0,Bank Transfer,0
199,5.0,51.034289415999396,255.171447079997,Month-to-Month,No,No,1.0,,Mailed Check,1
200,22.0,39.998918050374414,879.9761971082371,Month-to-Month,No,Yes,4.0,3.0,Mailed Check,0
201,33.0,94.35331088144392,3113.6592590876494,Two Year,Fiber,No,3.0,4.0,Credit Card,0
202,40.0,74.00734302740683,2960.293721096273,Month-to-Month,No,No,3.0,5.0,Mailed Check,0
203,2.0,50.19770123677541,100.39540247355082,Month-to-Month,DSL,No,3.0,,Mailed Check,0
204,36.0,86.86462078091563,3127.1263481129627,Two Year,DSL,Yes,5.0,5.0,Credit Card,0
205,59.0,73.99371737639802,,Two Year,No,No,2.0,,Electronic Check,0
206,39.0,28.488123230926078,1111.036806006117,One Year,DSL,No,0.0,4.0,Bank Transfer,0
207,2.0,84.7171388677703,169.4342777355406,Two Year,Fiber,Yes,2.0,4.0,Mailed Check,0
208,53.0,103.32976757108084,5476.477681267284,Month-to-Month,No,No,2.0,,Credit Card,0
209,18.0,133.99625576581178,2411.932603784612,Month-to-Month,Fiber,No,5.0,4.0,Electronic Check,0
210,46.0,70.87256410155011,3260.137948671305,Month-to-Month,No,Yes,1.0,1.0,Bank Transfer,0
211,23.0,75.81624145526366,1743.7735534710644,One Year,Fiber,No,2.0,3.0,Bank Transfer,0
212,54.0,110.16492013087012,5948.9056870669865,Two Year,No,No,4.0,,Electronic Check,0
213,1.0,74.21805667341198,74.21805667341198,One Year,Fiber,Yes,2.0,5.0,Electronic Check,0
214,36.0,76.88354657699807,2767.8076767719303,Month-to-Month,No,No,2.0,4.0,Electronic Check,0
215,40.0,54.2345402142356,2169.381608569424,One Year,DSL,No,2.0,2.0,Electronic Check,0
216,30.0,35.14062218217026,1054.2186654651077,One Year,No,No,2.0,,Credit Card,0
217,20.0,92.81719839549638,1856.3439679099274,Month-to-Month,DSL,No,3.0,3.0,Electronic Check,1
218,,38.1607440796939,,Two Year,Fiber,Yes,3.0,,Credit Card,0
219,2.0,,,Two Year,Fiber,Yes,4.0,4.0,Credit Card,0
220,6.0,50.29586102780851,301.7751661668511,Month-to-Month,Fiber,Yes,7.0,5.0,Mailed Check,0
221,36.0,,,Month-to-Month,Fiber,No,0.0,,Electronic Check,0
222,26.0,60.69320671604285,1578.023374617114,One Year,No,Yes,1.0,4.0,Mailed Check,0
223,71.0,99.36500594893351,7054.91542237428,Two Year,DSL,No,3.0,4.0,Mailed Check,0
224,59.0,77.52116005516453,4573.748443254707,One Year,Fiber,No,2.0,,Electronic Check,0
225,30.0,118.97738381267854,3569.3215143803563,One Year,DSL,No,4.0,4.0,Mailed Check,0
226,22.0,42.90805801601046,943.9772763522301,One Year,Fiber,No,2.0,3.0,Bank Transfer,1
227,17.0,,,Two Year,DSL,Yes,0.0,4.0,Credit Card,1
228,31.0,71.18354702267833,2206.689957703028,Two Year,DSL,No,3.0,,Credit Card,1
229,56.0,76.99858928142307,4311.920999759692,Month-to-Month,Fiber,No,2.0,1.0,Mailed Check,0
230,31.0,109.8980292902612,3406.8389079980975,Month-to-Month,No,,2.0,3.0,Electronic Check,0
231,,84.63295075230714,1100.2283597799928,Month-to-Month,DSL,,4.0,5.0,Bank Transfer,1
232,17.0,41.31186478306982,702.301701312187,Month-to-Month,No,Yes,2.0,4.0,Electronic Check,0
233,39.0,83.33777045849573,3250.1730478813333,Month-to-Month,DSL,,2.0,3.0,Mailed Check,0
234,8.0,59.609515596106235,476.8761247688499,Two Year,Fiber,Yes,4.0,2.0,Mailed Check,0
235,38.0,58.16612574823024,2210.3127784327494,Two Year,Fiber,Yes,0.0,,Credit Card,0
236,15.0,96.14643320083422,1442.1964980125133,Month-to-Month,No,No,2.0,5.0,Bank Transfer,0
237,1.0,54.941500424344284,54.941500424344284,Month-to-Month,Fiber,Yes,,,Credit Card,1
238,3.0,60.50674181049661,,Two Year,No,No,4.0,3.0,Credit Card,0
239,38.0,70.81018136009676,,One Year,Fiber,No,,4.0,Mailed Check,0
240,48.0,93.65464741863471,,Month-to-Month,Fiber,Yes,2.0,3.0,Credit Card,0
241,63.0,84.53974507152972,5326.003939506372,Month-to-Month,DSL,No,5.0,3.0,Bank Transfer,0
242,62.0,,,Month-to-Month,Fiber,No,2.0,4.0,Bank Transfer,0
243,15.0,63.19558835781517,947.9338253672275,Two Year,No,Yes,3.0,2.0,Mailed Check,1
244,62.0,40.996758461661784,2541.7990246230306,Month-to-Month,Fiber,No,3.0,3.0,Mailed Check,0
245,38.0,51.00412278518343,,Two Year,Fiber,Yes,2.0,,Mailed Check,1
246,20.0,53.64047285448767,1072.8094570897533,Two Year,Fiber,,,3.0,Credit Card,0
247,59.0,66.26772645631387,3909.795860922518,One Year,DSL,No,3.0,3.0,Bank Transfer,0
248,,119.66907592922905,837.6835315046034,Month-to-Month,No,Yes,1.0,4.0,Credit Card,0
249,71.0,53.11326415533921,3771.041755029084,One Year,No,No,2.0,3.0,Credit Card,0
250,52.0,62.60427330235903,,Month-to-Month,Fiber,No,2.0,3.0,Credit Card,1
251,4.0,20.0,74.76015950233943,Two Year,DSL,No,0.0,4.0,Electronic Check,0
252,1.0,85.01427735776268,85.01427735776268,One Year,DSL,No,4.0,3.0,Mailed Check,0
253,38.0,30.563780154324867,1161.423645864345,Two Year,Fiber,No,2.0,4.0,Mailed Check,1
254,53.0,47.33526194589107,2508.7688831322266,Month-to-Month,DSL,No,1.0,3.0,Credit Card,1
255,3.0,96.05838421102483,288.1751526330745,Month-to-Month,No,No,0.0,4.0,Electronic Check,0
256,15.0,20.0,260.6518389078891,One Year,DSL,No,2.0,4.0,Electronic Check,1
257,3.0,72.398010309881,217.19403092964302,Month-to-Month,DSL,Yes,3.0,,Credit Card,0
258,33.0,90.02324116662817,2970.7669584987298,One Year,DSL,No,4.0,4.0,Electronic Check,1
259,56.0,108.13610591100695,6055.621931016389,One Year,Fiber,No,1.0,,Mailed Check,0
260,33.0,46.997672287759656,1550.9231854960685,Month-to-Month,Fiber,No,1.0,,Mailed Check,1
261,31.0,54.39937874400337,1686.3807410641045,Month-to-Month,Fiber,No,0.0,4.0,Electronic Check,0
262,4.0,115.11090808506503,460.44363234026014,One Year,DSL,No,1.0,,Mailed Check,0
263,22.0,69.37349638546006,1526.2169204801212,Month-to-Month,Fiber,,5.0,4.0,Mailed Check,0
264,31.0,51.593401643258204,1599.3954509410044,Two Year,No,No,3.0,3.0,Electronic Check,0
265,60.0,52.06285406731932,3123.7712440391592,Two Year,DSL,Yes,4.0,3.0,Bank Transfer,1
266,32.0,45.68609191081336,,Month-to-Month,No,No,1.0,3.0,Mailed Check,0
267,71.0,59.00819486435018,4189.581835368863,Two Year,No,No,0.0,4.0,Mailed Check,0
268,8.0,97.20551191123361,777.6440952898689,One Year,DSL,Yes,4.0,5.0,Credit Card,0
269,62.0,92.1941517143366,,Month-to-Month,Fiber,Yes,3.0,4.0,Bank Transfer,1
270,28.0,40.64324242936639,,Two Year,Fiber,Yes,3.0,3.0,Electronic Check,0
271,66.0,75.36465186760587,4974.067023261988,Two Year,DSL,Yes,3.0,5.0,Bank Transfer,0
272,17.0,59.94600662318706,1019.08211259418,Two Year,DSL,No,0.0,4.0,Bank Transfer,1
273,2.0,89.56101010261105,179.1220202052221,Two Year,DSL,No,1.0,5.0,Electronic Check,1
274,8.0,66.09100681926752,528.7280545541402,Two Year,Fiber,No,0.0,5.0,Credit Card,1
275,38.0,,,Month-to-Month,Fiber,No,1.0,,Electronic Check,1
276,20.0,66.03486982603752,1320.6973965207503,Two Year,DSL,Yes,,,Electronic Check,1
277,64.0,20.0,980.6625109788438,Month-to-Month,Fiber,,1.0,5.0,Electronic Check,0
278,,71.17506113421611,1494.6762838185382,Two Year,Fiber,Yes,0.0,3.0,Electronic Check,1
279,31.0,38.20632626174783,1184.3961141141829,Month-to-Month,DSL,,3.0,,Bank Transfer,1
280,70.0,88.67821029192103,6207.474720434472,Two Year,No,Yes,1.0,4.0,Bank Transfer,0
281,15.0,53.004302690005304,795.0645403500796,Month-to-Month,No,No,,4.0,Bank Transfer,0
282,57.0,54.87468359817527,3127.8569650959903,One Year,DSL,Yes,3.0,3.0,Mailed Check,0
283,1.0,69.77742937469243,69.77742937469243,Two Year,No,No,1.0,5.0,Electronic Check,0
284,29.0,84.44484885560952,2448.900616812676,Month-to-Month,Fiber,Yes,1.0,4.0,Credit Card,1
285,66.0,65.75640455502179,4339.922700631438,Two Year,No,Yes,4.0,,Electronic Check,0
286,22.0,,,Two Year,DSL,No,2.0,4.0,Mailed Check,0
287,61.0,111.2204465371452,,One Year,DSL,Yes,2.0,3.0,Mailed Check,0
